club_id,category,team_name,team_id
179,C.C. PRIMERA CATEGORIA MASCULINA,CB ABRERA,69722
179,3A. TERRITORIAL SÈNIOR MASCULÍ,CB ABRERA,72574
179,C.C. JÚNIOR MASCULÍ INTERTERRITORIAL,CB ABRERA,69721
179,C.T. CADET MASCULÍ PROMOCIÓ,CB ABRERA VERMELL,69724
179,C.T. CADET MASCULÍ PROMOCIÓ,CB ABRERA BLANC,72581
179,C.T. INFANTIL MASCULÍ PROMOCIÓ,CB ABRERA VERMELL,69720
179,C.T. INFANTIL MASCULÍ PROMOCIÓ,CB ABRERA BLANC,72579
179,C.T. PRE-INFANTIL MASCULÍ,CB ABRERA,72580
179,C.T. PRE-MINI MASCULÍ,CB ABRERA VERMELL,72575
179,C.T. PRE-MINI MASCULÍ 1R. ANY,CB ABRERA BLANC,72577
179,C.T. JÚNIOR FEMENÍ PROMOCIÓ,CB ABRERA,69719
179,C.T. CADET FEMENÍ PROMOCIÓ,CB ABRERA VERMELL,69723
179,C.T. CADET FEMENÍ PROMOCIÓ,CB ABRERA BLANC,72576
179,C.T. MINI FEMENÍ,CB ABRERA VERMELL,72578
179,C.T. MINI FEMENÍ 1R. ANY,CB ABRERA BLANC,72573
312,COPA CATALUNYA MASCULINA,CB ADEPAF TXOT'S,70940
312,C.C. JÚNIOR MASCULÍ NIVELL A,ADEPAF-GRIFEU TXOT'S,72877
312,C.T. CADET MASCULÍ PROMOCIÓ,CB ADEPAF TXOT'S,72872
312,C.T. INFANTIL MASCULÍ PROMOCIÓ,CB ADEPAF TXOT'S,72876
312,C.T. PRE-INFANTIL MASCULÍ,CB ADEPAF TXOT'S,72873
312,C.T. MINI MASCULÍ,CB ADEPAF U12 TXOT'S,72870
312,C.T. MINI MASCULÍ,CB ADEPAF U11 TXOT'S,72875
312,C.T. PRE-MINI MASCULÍ,CB ADEPAF U10 TXOT'S,72871
312,C.T. PRE-MINI MASCULÍ 1R. ANY,CB ADEPAF U9 TXOT'S,72874
393,2A. TERRITORIAL SÈNIOR MASCULÍ,BAC AGRAMUNT,72362
393,C.T. INFANTIL MASCULÍ PROMOCIÓ,BAC AGRAMUNT,72361
393,C.C. JÚNIOR FEM. NIVELL A,BAC AGRAMUNT,72363
393,C.T. PRE-INFANTIL FEMENÍ,BAC AGRAMUNT,72364
433,C.C. PRIMERA CATEGORIA MASCULINA,CB ÀGUILES - PLASFOC,70583
433,2A. TERRITORIAL SÈNIOR MASCULÍ,CB ÀGUILES,72896
433,C.T. INFANTIL MASCULÍ PROMOCIÓ,CB ÀGUILES,72866
433,C.C. SEGONA CATEGORIA FEMENINA,CB ÀGUILES,70582
433,C.C. JÚNIOR FEM. NIVELL A,CB ÀGUILES - GRUP GASSÓ,72867
433,C.T. INFANTIL FEMENÍ PROMOCIÓ,CB ÀGUILES,72864
433,C.T. MINI FEMENÍ,CB ÀGUILES,72865
433,C.T. PRE-MINI FEMENÍ,CB ÀGUILES,72868
2889,C.C. JÚNIOR FEM. NIVELL A,UCAP U18 TXOT'S,73053
2889,C.C. CADET FEMENÍ INTERTERRITORIAL,UCAP U16 TXOT'S,69625
2889,C.T. CADET FEMENÍ PROMOCIÓ,UCAP U15 TXOT'S,72399
2889,C.C. INFANTIL FEMENÍ INTERTERRITORIAL,UCAP U14 TXOT'S,69624
2889,C.T. MINI FEMENÍ,UCAP U11 TXOT'S,72395
2889,C.T. MINI FEMENÍ,UCAP U12 TXOT'S,72398
2889,C.T. PRE-MINI FEMENÍ,UCAP U10 TXOT'S,72396
2889,C.T. PRE-MINI FEMENÍ,UCAP U9 TXOT'S,72397
2889,MINI MIXTE E (COMPETICIO),UCAP TXOT'S,74191
2889,PRE-MINI MIXTE E (COMPETICIO).,UCAP TXOT'S,74244
2889,DESPENJA LES BOTES GIRONA,UCAP TXOT'S,73084
443,2A. TERRITORIAL SÈNIOR MASCULÍ,CBALCANAR.COM,72862
443,INFANTIL MIXTE (ESCOLA).,CB ALCANAR MINI,74069
443,PRE-MINI MIXTE (ESCOLA),CBALCANAR BEN,74067
443,PRE-MINI MIXTE (ESCOLA),CB ALCANAR PRE BLAUGRANA,74068
443,PRE-MINI MIXTE (ESCOLA),CBALCANAR PRE ROSA,74070
3318,1A. TERRITORIAL SÈNIOR MASCULÍ,CB ALCOVER,72820
3318,C.C. JÚNIOR MASCULÍ NIVELL A,CB ALCOVER,72822
3318,C.T. CADET MASCULÍ PROMOCIÓ,CB ALCOVER,72823
3318,C.T. MINI MASCULÍ,CB ALCOVER,72824
3318,1A. TERRITORIAL SÈNIOR FEMENÍ,CB ALCOVER,72819
3318,C.T. CADET FEMENÍ PROMOCIÓ,CB ALCOVER,72821
129,1A. TERRITORIAL SÈNIOR MASCULÍ,BÀSQUET ALELLA,70452
129,C.T. SOTS-25 MASCULÍ NIVELL B,BÀSQUET ALELLA,70455
129,C.T. SOTS-20 MASCULÍ NIVELL B,BÀSQUET ALELLA,70453
129,C.T. JÚNIOR MASCULÍ PROMOCIÓ,BÀSQUET ALELLA,70454
129,C.T. INFANTIL MASCULÍ PROMOCIÓ,BÀSQUET ALELLA VIDA SIGNIFICATIVA,73610
129,C.T. MINI MASCULÍ,BÀSQUET ALELLA,73605
129,C.T. MINI MASCULÍ,BÀSQUET ALELLA PROP INSTITUT,73608
129,C.T. MINI MASCULÍ 1R. ANY,BÀSQUET ALELLA AKOMMO,73609
129,C.T. PRE-MINI MASCULÍ,BÀSQUET ALELLA ETHIKOS,73603
129,C.T. PRE-MINI MASCULÍ 1R. ANY,BÀSQUET ALELLA COM A CASA MENJADORS ESCOLARS,73604
129,C.T. INFANTIL FEMENÍ PROMOCIÓ,BÀSQUET ALELLA SETCLAUS,73607
129,C.T. MINI FEMENÍ,BÀSQUET ALELLA LA D.O. TASTETS D'ALELLA,73606
18,1A. TERRITORIAL SÈNIOR MASCULÍ,CLUB BÀSQUET ALISOS,70728
18,C.T. SOTS-25 MASCULÍ NIVELL B,CLUB BÀSQUET ALISOS,70726
18,C.C. SOTS-20 MASCULÍ NIVELL A-2,CLUB BÀSQUET ALISOS,71206
18,C.T. JÚNIOR MASCULÍ PROMOCIÓ,CLUB BÀSQUET ALISOS,71208
18,C.T. CADET MASCULÍ PROMOCIÓ,CLUB BÀSQUET ALISOS BLANC,71211
18,C.T. CADET MASCULÍ PROMOCIÓ,CLUB BÀSQUET ALISOS VERMELL,71212
18,C.T. INFANTIL MASCULÍ PROMOCIÓ,CLUB BÀSQUET ALISOS,71207
18,C.T. PRE-INFANTIL MASCULÍ,CLUB BÀSQUET ALISOS,71210
18,C.T. MINI MASCULÍ,CLUB BÀSQUET ALISOS,71209
18,2A. TERRITORIAL SÈNIOR FEMENÍ,CLUB BÀSQUET ALISOS,70727
18,C.C. JÚNIOR FEM. NIVELL A,CLUB BÀSQUET ALISOS,71213
18,C.T. CADET FEMENÍ PROMOCIÓ,CLUB BÀSQUET ALISOS BLANC,70893
18,C.T. CADET FEMENÍ PROMOCIÓ,CLUB BÀSQUET ALISOS VERMELL,70894
18,C.T. MINI FEMENÍ,CLUB BÀSQUET ALISOS,70895
53,LIGA FEMENINA DE BALONCESTO 2,BASKET ALMEDA,69776
53,C.C. PRIMERA CATEGORIA MASCULINA,BASKET ALMEDA,69779
53,C.C. JÚNIOR MASCULÍ INTERTERRITORIAL,BASKET ALMEDA 1,69782
53,C.C. JÚNIOR MASCULÍ 1R. ANY,BASKET ALMEDA NEGRE,69781
53,C.C. CADET MASCULÍ PREFERENT,BASKET ALMEDA 1,69775
53,C.C. CADET MASCULÍ 1R. ANY,BASKET ALMEDA NEGRE,69785
53,C.C. INFANTIL MASCULÍ PREFERENT,BASKET ALMEDA 1,69771
53,C.C. INFANTIL MASCULÍ 1R ANY,BASKET ALMEDA NEGRE,69783
53,C.T. MINI MASCULÍ,BASKET ALMEDA 2,71781
53,C.T. MINI MASCULÍ,BASKET ALMEDA 1,69787
53,C.T. MINI MASCULÍ 1R. ANY,BASKET ALMEDA GROC,71777
53,C.T. MINI MASCULÍ 1R. ANY,BASKET ALMEDA NEGRE,71780
53,C.T. PRE-MINI MASCULÍ 1R. ANY,BASKET ALMEDA,71778
53,C. C. JÚNIOR FEMENÍ PREFERENT,BASKET ALMEDA 1,69773
53,C.C. JÚNIOR FEMENÍ 1R. ANY,BASKET ALMEDA NEGRE,69780
53,C.C. CADET FEMENÍ PREFERENT,BASKET ALMEDA 1,69772
53,C.C. CADET FEMENÍ INTERTERRITORIAL,BASKET ALMEDA GROC,69778
53,C.C. CADET FEMENí 1R. ANY,BASKET ALMEDA NEGRE,69777
53,C.C INFANTIL FEMENÍ PREFERENT,BASKET ALMEDA 1,69784
53,C.C. INFANTIL FEMENÍ INTERTERRITORIAL,BASKET ALMEDA GROC,69774
53,C.C. INFANTIL FEMENÍ 1R ANY,BASKET ALMEDA NEGRE,69788
53,C.T. MINI FEMENÍ,BASKET ALMEDA 1,69786
53,C.T. MINI FEMENÍ,BASKET ALMEDA NEGRE,71776
53,C.T. MINI FEMENÍ 1R. ANY,BASKET ALMEDA GROC,71779
53,C.T. PRE-MINI FEMENÍ,BASKET ALMEDA,71775
53,MINI MIXTE (ESCOLA),ESCOLA BAS. ALMEDA 5È-6È,74278
53,PRE-MINI MIXTE (ESCOLA),ESCOLA BAS. ALMEDA,74276
53,PRE-MINI MIXTE (ESCOLA),ESCOLA BAS. 1R-2N A,74277
53,PRE-MINI MIXTE (ESCOLA),ESCOLA BAS. 1R.-2N B,74279
53,PRE-MINI MIXTE (ESCOLA),ESCOLA BAS. ALMEDA 3R-4T,74280
2451,COPA CATALUNYA MASCULINA,CB ALPICAT,71024
2451,C.C. SEGONA CATEGORIA MASCULINA,CB ALPICAT B,71023
2451,1A. TERRITORIAL SÈNIOR MASCULÍ,MUNTATGES ELÈCTRICS TEIXIDÓ CB ALPICAT C,72236
2451,2A. TERRITORIAL SÈNIOR MASCULÍ,CB ALPICAT D,72317
2451,1A. TERRITORIAL SÈNIOR FEMENÍ,CB ALPICAT,72315
2451,ESCOBOL (COMPETICIÓ),CB ALPICAT,74434
2490,C.C. PRIMERA CATEGORIA MASCULINA,CHAMPANILLO-AECAM MALGRAT,68414
2490,C.C. SEGONA CATEGORIA MASCULINA,MONICA RO- AECAM SANTA SUSANNA,68416
2490,1A. TERRITORIAL SÈNIOR MASCULÍ,ESPAIS SUSANNA-AECAM SANTA SUSANNA,68415
2490,3A. TERRITORIAL SÈNIOR MASCULÍ,NETEGES ESCOBAR-AECAM 07,73328
2490,C.C. SOTS-20 MASCULÍ NIVELL A-1,LA DIDA - AECAM SANTA SUSANNA,73327
2490,C.C. JÚNIOR MASCULÍ NIVELL A,INSTALA2-SANTA SUSANNA AECAM,73424
2490,C.T. CADET MASCULÍ PROMOCIÓ,DIN INSTAL.LACIONS-AECAM MALGRAT,73330
2490,C.T. CADET MASCULÍ PROMOCIÓ,RAMON MAS-AECAM SANTA SUSANNA,68413
2490,C.C. INFANTIL MASCULÍ INTERTERRITORIAL,LAURA PUJADAS PERRUQUERIA- AECAM SANTA SUSSANNA,68419
2490,C.T. INFANTIL MASCULÍ PROMOCIÓ,PIZZERIA CLASSIC- AECAM SANTA SUSANNA,73329
2490,C.T. MINI MASCULÍ,FUSTERIA DÀVILA-AECAM MALGRAT,68418
2490,C.T. MINI MASCULÍ,CARBOGARDEN-AECAM MALGRAT,73705
2490,C.T. PRE-MINI MASCULÍ,30º HOTELS-AECAM MALGRAT,73333
2490,C.T. PRE-MINI MASCULÍ,KIDS&US-AECAM MALGRAT,73335
2490,C.T. PRE-MINI MASCULÍ,NETEGES ESCOBAR-AECAM MALGRAT,73336
2490,1A. TERRITORIAL SÈNIOR FEMENÍ,EL RACO DE LA BODEGA-AECAM MALGRAT,68417
2490,2A. TERRITORIAL SÈNIOR FEMENÍ,GYMNOS-AECAM MALGRAT,73332
2490,C.C. JÚNIOR FEM. NIVELL A,MADERAS SAN PASCUAL-AECAM MALGRAT,73325
2490,C.T. INFANTIL FEMENÍ PROMOCIÓ,AMVET-AECAM MALGRAT,73326
2490,C.T. INFANTIL FEMENÍ PROMOCIÓ,LA FORMIGUETA-AECAM MALGRAT,73331
2490,C.T. MINI FEMENÍ,COMELECTREC-AECAM MALGRAT,73504
2490,C.T. PRE-MINI FEMENÍ,30º HOTELS-AECAM MALGRAT,73334
2708,1A. TERRITORIAL SÈNIOR MASCULÍ,TAMARIT BEACH RESORT CB ALTAFULLA,72107
2708,C.C. SOTS-25 MASCULÍ NIVELL A,CB ALTAFULLA,72102
2708,C.T. CADET MASCULÍ PROMOCIÓ,CB ALTAFULLA,74008
2708,C.T. INFANTIL MASCULÍ PROMOCIÓ,CB ALTAFULLA,72106
2708,C.T. PRE-INFANTIL MASCULÍ,CB ALTAFULLA,72108
2708,C.T. MINI MASCULÍ,CB ALTAFULLA,72103
2708,1A. TERRITORIAL SÈNIOR FEMENÍ,CB ALTAFULLA,72105
2708,C.C. JÚNIOR FEM. NIVELL A,CEN CB ALTAFULLA,72100
2708,C.T. INFANTIL FEMENÍ PROMOCIÓ,CB ALTAFULLA,72104
2708,C.T. MINI FEMENÍ,CB ALTAFULLA,72101
2708,COMPETICIONS ESCOLARS TARRAGONA,CB ALTAFULLA BM34,74337
3281,1A. TERRITORIAL SÈNIOR MASCULÍ,CLUB BASQUET L'AMETLLA DE MAR,72878
177,1A. TERRITORIAL SÈNIOR MASCULÍ,CB L'AMETLLA,69999
177,C.T. SOTS-25 MASCULÍ NIVELL B,CB L'AMETLLA,69998
177,C.C. JÚNIOR MASCULÍ NIVELL B,CB L'AMETLLA,73500
177,C.T. CADET MASCULÍ PROMOCIÓ,CB L'AMETLLA,73907
177,C.T. INFANTIL MASCULÍ PROMOCIÓ,CB L'AMETLLA,73906
177,C.T. MINI MASCULÍ,CB L'AMETLLA,73904
177,C.T. PRE-MINI MASCULÍ,CB L'AMETLLA,73905
177,C.T. MINI FEMENÍ,CB L'AMETLLA,73903
177,C.T. PRE-MINI FEMENÍ,CB L'AMETLLA,73902
3191,2A. TERRITORIAL SÈNIOR MASCULÍ,DOMINIQUES BARCELONA,68856
3191,C.T. PRE-MINI MASCULÍ,DOMINIQUES BARCELONA,71992
3191,C. T. U17 - JUNIOR FEMENÍ 1R ANY BCN,DOMINIQUES BARCELONA,73496
3191,C.T. CADET FEMENÍ PROMOCIÓ,DOMINIQUES BARCELONA,71993
3191,C.T. PRE-INFANTIL FEMENÍ,DOMINIQUES BARCELONA,74057
3191,C.T. MINI FEMENÍ 1R. ANY,DOMINIQUES BARCELONA,71995
3191,C.T. PRE-MINI FEMENÍ,DOMINIQUES BARCELONA VERD,71996
3191,C.T. PRE-MINI FEMENÍ 1R. ANY,DOMINIQUES BARCELONA TARONJA,71994
3191,ESCOBOL,DOMINIQUES BARCELONA MASCULI,74483
3191,ESCOBOL (COMPETICIÓ),DOMINIQUES BARCELONA FEMENI,74482
2246,1A. TERRITORIAL SÈNIOR MASCULÍ,BFC GYM CB AMPOSTA,72869
2246,2A. TERRITORIAL SÈNIOR MASCULÍ,SM-B CLUB BÀSQUET AMPOSTA,73062
2246,C.T. CADET MASCULÍ PROMOCIÓ,CM CLUB BASQUET AMPOSTA,73064
2246,C.T. CADET MASCULÍ PROMOCIÓ,CM-B CLUB BÀSQUET AMPOSTA,73065
2246,C.T. INFANTIL MASCULÍ PROMOCIÓ,IM CLUB BÀSQUET AMPOSTA,73067
2246,C.T. MINI MASCULÍ,GASAMP CBAMPOSTA,73068
2246,C.T. PRE-MINI MASCULÍ,PM CLUB BÀSQUET AMPOSTA,73066
2246,1A. TERRITORIAL SÈNIOR FEMENÍ,BFC GYM CB AMPOSTA,73063
2246,C.T. CADET FEMENÍ PROMOCIÓ,CF CLUB BÀSQUET AMPOSTA,73061
2246,C.T. MINI FEMENÍ,MF CLUB BÀSQUET AMPOSTA,73060
2246,INFANTIL MIXTE (ESCOLA).,INFANTIL ESCOLA CLUB BÀSQUET AMPOSTA,74548
2246,MINI MIXTE (ESCOLA),MINI ESCOLAR CLUB BÀSQUET AMPOSTA,74535
2246,PRE-MINI MIXTE (ESCOLA),PREMINI ESCOLAR CLUB BÀSQUET AMPOSTA,74536
2246,PRE-MINI MIXTE (ESCOLA),ESCOLETA CBAMPOSTA,74537
398,LIGA ACB,MORABANC ANDORRA,68330
398,C.C. PRIMERA CATEGORIA MASCULINA,BC MORABANC ANDORRA B,71483
398,C.C. JÚNIOR MASCULÍ PREFERENT,BC MORABANC ANDORRA VERMELL ANDORRA TELECOM,70291
398,C.C. JÚNIOR MASCULÍ 1R. ANY,BC MORABANC ANDORRA 2008 AUTOESCOLA OLIMPICA,70287
398,C.C. JÚNIOR MASCULÍ NIVELL A,BC MORABANC ANDORRA GROC,70280
398,C.C. CADET MASCULÍ INTERTERRITORIAL,BC MORABANC ANDORRA VERMELL ABAST,70282
398,C.C. CADET MASCULÍ 1R. ANY,BC MORABANC ANDORRA 2010,70290
398,C.T. CADET MASCULÍ PROMOCIÓ,BC MORABANC ANDORRA GROC,70281
398,C.T. CADET MASCULÍ PROMOCIÓ,BC MORABANC ANDORRA BLAU FERRETERIA PRINCIPAT,70294
398,C.C. INFANTIL MASCULÍ INTERTERRITORIAL,BC MORABANC ANDORRA VERMELL GSD ACADÈMIA,70292
398,C.T. PRE-INFANTIL MASCULÍ,BC MORABANC ANDORRA 2012,70288
398,C.T. MINI MASCULÍ,BC MORABANC ANDORRA GROC IDEAN,70279
398,C.T. MINI MASCULÍ,BC MORABANC ANDORRA VERMELL MATCH,70286
398,C.T. MINI MASCULÍ 1R. ANY,BC MORABANC ANDORRA 2014,70295
398,C.T. PRE-MINI MASCULÍ,BC MORABANC ANDORRA A,70293
398,1A. TERRITORIAL SÈNIOR FEMENÍ,BC MORABANC ANDORRA GALA PERFUMERIES,70289
398,C.C. JÚNIOR FEM. NIVELL A,BC MORABANC ANDORRA,70284
398,C.T. INFANTIL FEMENÍ PROMOCIÓ,BC MORABANC ANDORRA,70283
398,C.T. PRE-INFANTIL FEMENÍ,BC MORABANC ANDORRA NÚRIA TINTORERIES,70285
398,C.T. MINI FEMENÍ,BC MORABANC ANDORRA,70296
398,C.T. MINI FEMENÍ,BC MORABANC ANDORRA B,73757
2466,C.T. MINI MASCULÍ,CLUB BÀSQUET ANGLÈS,73043
2466,C.T. PRE-MINI MASCULÍ,CLUB BÀSQUET ANGLÈS,73045
2466,C.T. PRE-MINI MASCULÍ 1R. ANY,CLUB BASQUET ANGLÈS,73044
2466,ESCOBOL,CB ANGLÈS E,74440
2466,ESCOBOL (COMPETICIÓ),CB ANGLÈS C,74441
440,1A. TERRITORIAL SÈNIOR MASCULÍ,BÀSQUET L'ARBOÇ LILA,72700
440,2A. TERRITORIAL SÈNIOR MASCULÍ,BÀSQUET L'ARBOÇ GROC,72707
440,C.T. JÚNIOR MASCULÍ PROMOCIÓ,BÀSQUET L'ARBOÇ,72708
440,C.T. CADET MASCULÍ PROMOCIÓ,BASQUET L'ARBOÇ,72709
440,C.T. INFANTIL MASCULÍ PROMOCIÓ,BASQUET L'ARBOÇ,72704
440,C.T. MINI MASCULÍ,BASQUET L'ARBOÇ,72701
440,C.T. PRE-MINI MASCULÍ,BÀSQUET L'ARBOÇ,72703
440,1A. TERRITORIAL SÈNIOR FEMENÍ,BÀSQUET L'ARBOÇ,72698
440,C.T. JÚNIOR FEMENÍ PROMOCIÓ,BÀSQUET L'ARBOÇ,72705
440,C.T. CADET FEMENÍ PROMOCIÓ,BÀSQUET L'ARBOÇ,72706
440,C.T. PRE-INFANTIL FEMENÍ,BÀSQUET L'ARBOÇ,72710
440,C.T. MINI FEMENÍ,BÀSQUET L'ARBOÇ,72702
440,C.T. PRE-MINI FEMENÍ,BÀSQUET L'ARBOÇ,72699
440,ESCOBOL (COMPETICIÓ),BÀSQUET L'ARBOÇ - ESCOLA,74435
324,C.C. SEGONA CATEGORIA MASCULINA,BÀSQUET ARBÚCIES,70642
324,3A. TERRITORIAL SÈNIOR MASCULÍ,BÀSQUET ARBÚCIES B,71668
324,C.T. CADET MASCULÍ PROMOCIÓ,BÀSQUET ARBÚCIES,73010
324,C.T. INFANTIL MASCULÍ PROMOCIÓ,BÀSQUET ARBÚCIES,73013
324,C.T. MINI MASCULÍ,BÀSQUET ARBÚCIES,73014
324,C.T. PRE-MINI MASCULÍ,BÀSQUET ARBÚCIES,73012
324,C.T. PRE-INFANTIL FEMENÍ,BÀSQUET ARBÚCIES,73011
324,MINI MIXTE E (COMPETICIO),BÀSQUET ARBÚCIES,73828
324,PRE-MINI MIXTE E (COMPETICIO).,BÀSQUET ARBÚCIES,74109
324,DESPENJA LES BOTES GIRONA,BÀSQUET ARBÚCIES F,73544
324,DESPENJA LES BOTES GIRONA,BÀSQUET ARBÚCIES M,73600
54,2A. TERRITORIAL SÈNIOR MASCULÍ,REFORMIT ARENYS BÀSQUET,69658
54,3A. TERRITORIAL SÈNIOR MASCULÍ,REFORMIT ARENYS BÀSQUET BLANC,73539
54,C.C. SOTS-20 MASCULÍ NIVELL A-1,REFORMIT ARENYS BÀSQUET,71312
54,C.C. JÚNIOR MASCULÍ NIVELL A,REFORMIT ARENYS BÀSQUET,71516
54,C.T. JÚNIOR MASCULÍ PROMOCIÓ,REFORMIT ARENYS BÀSQUET BLANC,73793
54,C.T. CADET MASCULÍ PROMOCIÓ,REFORMIT ARENYS BÀSQUET,71571
54,C.T. CADET MASCULÍ PROMOCIÓ,REFORMIT ARENYS BÀSQUET BLANC,73414
54,C.T. INFANTIL MASCULÍ PROMOCIÓ,REFORMIT ARENYS BÀSQUET BLANC,73794
54,C.T. INFANTIL MASCULÍ PROMOCIÓ,REFORMIT ARENYS BÀSQUET,73133
54,C.T. MINI MASCULÍ,REFORMIT ARENYS BÀSQUET,73625
54,C.T. PRE-MINI MASCULÍ,REFORMIR ARENYS BÀSQUET BLANC,73416
54,C.T. PRE-MINI MASCULÍ,REFORMIT ARENYS BÀSQUET VERD,73415
54,2A. TERRITORIAL SÈNIOR FEMENÍ,REFORMIT ARENYS BÀSQUET,69657
54,C.T. SOTS-20 FEMENÍ NIVELL A,REFORMIT ARENYS BÀSQUET,73540
54,C.T. JÚNIOR FEMENÍ PROMOCIÓ,REFORMIT ARENYS BÀSQUET,73553
54,C.T. INFANTIL FEMENÍ PROMOCIÓ,REFORMIT ARENYS BÀSQUET,73792
54,C.T. PRE-INFANTIL FEMENÍ,REFORMIT ARENYS BÀSQUET,73541
54,C.T. MINI FEMENÍ,REFORMIT ARENYS BÀSQUET,73417
64,COPA CATALUNYA MASCULINA,IBERSOFAS CB ARGENTONA,69357
64,1A. TERRITORIAL SÈNIOR MASCULÍ,CLUB BASQUET ARGENTONA B,69360
64,C.C. SOTS-25 MASCULÍ NIVELL A,CLUB BASQUET ARGENTONA A,69352
64,C.C. U20 - SOTS-20 MASCULÍ PREFERENT,CLUB BASQUET ARGENTONA,69358
64,C.C. JÚNIOR MASCULÍ NIVELL A,CLUB BASQUET ARGENTONA NEGRE,69355
64,C.C. JÚNIOR MASCULÍ NIVELL B,CLUB BASQUET ARGENTONA GROC,69366
64,C.T. CADET MASCULÍ PROMOCIÓ,CLUB BASQUET ARGENTONA,69356
64,C.C. INFANTIL MASCULÍ INTERTERRITORIAL,CLUB BASQUET ARGENTONA NEGRE,69364
64,C.C. INFANTIL MASCULÍ 1R ANY,KIA QUADIS ARMOTORS CB ARGENTONA,69369
64,C.T. INFANTIL MASCULÍ PROMOCIÓ,CLUB BASQUET ARGENTONA GROC,69363
64,C.T. PRE-INFANTIL MASCULÍ,CLÍNICA DENTAL TOMÀS CB ARGENTONA,69351
64,C.T. MINI MASCULÍ,CLUB BASQUET ARGENTONA NEGRE,69367
64,C.T. MINI MASCULÍ 1R. ANY,CLUB BASQUET ARGENTONA GROC,69361
64,C.T. PRE-MINI MASCULÍ,CLUB BASQUET ARGENTONA BLANC,69371
64,C.T. PRE-MINI MASCULÍ,CLUB BASQUET ARGENTONA NEGRE,69372
64,C.T. PRE-MINI MASCULÍ 1R. ANY,CLUB BASQUET ARGENTONA GROC,69359
64,C.C. PRIMERA CATEGORIA FEMENINA,FINQUES EDUARD CB ARGENTONA,69354
64,2A. TERRITORIAL SÈNIOR FEMENÍ,CLUB BASQUET ARGENTONA B,69370
64,C.C. JÚNIOR FEM. NIVELL A,ELECMA GROUP CB ARGENTONA,69349
64,C.T. CADET FEMENÍ PROMOCIÓ,CLUB BASQUET ARGENTONA BLANC,69350
64,C.T. CADET FEMENÍ PROMOCIÓ,CLUB BASQUET ARGENTONA GROC,69348
64,C.T. CADET FEMENÍ PROMOCIÓ,CLUB BASQUET ARGENTONA NEGRE,69365
64,C.C. INFANTIL FEMENÍ INTERTERRITORIAL,CLUB BASQUET ARGENTONA NEGRE,69347
64,C.T. PRE-INFANTIL FEMENÍ,CLUB BASQUET ARGENTONA,69346
64,C.T. MINI FEMENÍ,CLUB BASQUET ARGENTONA,69368
64,C.T. PRE-MINI FEMENÍ,CLUB BASQUET ARGENTONA GROC,69362
64,C.T. PRE-MINI FEMENÍ,CLUB BASQUET ARGENTONA NEGRE,69353
64,PRE-MINI MIXTE (ESCOLA),ESCOLA BASQUET GROC,74426
64,PRE-MINI MIXTE (ESCOLA),ESCOLA BASQUET NEGRE,74427
3463,3A. TERRITORIAL SÈNIOR MASCULÍ,AE ARRAHONA,68919
3463,C.T. CADET MASCULÍ PROMOCIÓ,AE ARRAHONA  VERMELL,68921
3463,C.T. CADET MASCULÍ PROMOCIÓ,AE ARRAHONA BLANC,68920
3463,C.T. INFANTIL FEMENÍ PROMOCIÓ,AE ARRAHONA - CLUB NATACIÓ SABADELL,68918
154,COPA CATALUNYA MASCULINA,CB ARTÉS,69029
154,2A. TERRITORIAL SÈNIOR MASCULÍ,CB ARTÉS B,69032
154,C.C. JÚNIOR MASCULÍ INTERTERRITORIAL,CB ARTÉS VERMELL,69028
154,C.C. JÚNIOR MASCULÍ NIVELL B,CB ARTÉS NEGRE,69031
154,C.T. CADET MASCULÍ PROMOCIÓ,CB ARTÉS VERMELL,69027
154,C.T. CADET MASCULÍ PROMOCIÓ,CB ARTÉS NEGRE,69034
154,C.T. INFANTIL MASCULÍ PROMOCIÓ,CB ARTÉS,69026
154,C. T. U13 - INFANTIL MASCULÍ PROMOCIÓ 1R. ANY BCN,CB ARTÉS,69035
154,C.T. PRE-INFANTIL MASCULÍ,CB ARTÉS,69033
154,C.T. MINI MASCULÍ,CB ARTÉS,71008
154,C.T. PRE-MINI MASCULÍ,CB ARTÉS,71001
154,C.T. PRE-MINI MASCULÍ 1R. ANY,CB ARTÉS,71002
154,1A. TERRITORIAL SÈNIOR FEMENÍ,CB ARTÉS,69036
154,2A. TERRITORIAL SÈNIOR FEMENÍ,CB ARTÉS B,69030
154,C.T. JÚNIOR FEMENÍ PROMOCIÓ,CB ARTÉS,69037
154,C.T. CADET FEMENÍ PROMOCIÓ,CB ARTÉS NEGRE,71003
154,C.T. CADET FEMENÍ PROMOCIÓ,CB ARTÉS VERMELL,71007
154,C.T. INFANTIL FEMENÍ PROMOCIÓ,CB ARTÉS VERMELL,69038
154,C.T. INFANTIL FEMENÍ PROMOCIÓ,CB ARTÉS NEGRE,71009
154,C.T. MINI FEMENÍ,CB ARTÉS,71006
154,C.T. MINI FEMENÍ 1R. ANY,CB ARTÉS,71005
154,C.T. PRE-MINI FEMENÍ,CB ARTÉS,71004
154,ESCOBOL,CB ARTÉS 2,74296
154,PRE-MINI MIXTE (ESCOLA),CB ARTÉS 1,74197
154,PRE-MINI MIXTE (ESCOLA),CB ARTÉS 2,74198
154,ESCOBOL (COMPETICIÓ),CB ARTÉS 1,74295
